timestamp,user,source,target,field,action,purpose,volume
2026-05-18T09:35:56Z,analyst_08,internal_db.order_info,reporting_service,address,query,reporting,8
2026-05-18T09:07:35Z,service_bot_15,internal_db.location_trace,risk_engine,device_id,query,risk_control,12
2026-05-18T09:48:11Z,feature_job_15,internal_db.location_trace,recommendation_service,device_id,transfer,recommendation,10
2026-05-18T10:00:47Z,analyst_13,internal_db.order_info,reporting_service,order_id,sync,reporting,7
2026-05-18T10:25:31Z,report_job_19,internal_db.order_info,fraud_detection_service,order_id,query,fraud_detection,8
2026-05-18T09:05:43Z,feature_job_04,internal_db.order_info,risk_engine,order_id,transfer,risk_control,11
2026-05-18T10:56:26Z,bulk_sync_01,internal_db.user_profile,shadow_api,auth_token,export,unknown,8
2026-05-18T09:13:04Z,analyst_14,internal_db.payment_info,reporting_service,amount,sync,reporting,6
2026-05-18T10:46:38Z,unknown_job_01,internal_db.health_record,external_partner,email,sync,unauthorized_export,6
2026-05-18T09:12:57Z,service_bot_08,internal_db.order_info,reporting_service,address,sync,reporting,12
2026-05-18T09:10:02Z,feature_job_14,internal_db.user_profile,data_warehouse,email,sync,business_analysis,12
2026-05-18T10:12:48Z,analyst_28,internal_db.user_profile,risk_engine,email,sync,risk_control,12
2026-05-18T10:12:13Z,risk_job_03,internal_db.order_info,reporting_service,amount,sync,reporting,11
2026-05-18T09:57:31Z,report_job_28,internal_db.location_trace,recommendation_service,location,sync,recommendation,2
2026-05-18T10:39:45Z,shadow_worker_04,internal_db.order_info,recommendation_service,address,sync,recommendation,4
2026-05-18T09:06:46Z,report_job_04,internal_db.risk_control,external_payment_gateway,amount,query,business_integration,4
2026-05-18T09:45:44Z,report_job_29,internal_db.customer_service,risk_engine,order_id,query,risk_control,9
2026-05-18T10:24:42Z,risk_job_09,internal_db.device_log,data_warehouse,device_id,transfer,business_analysis,2
2026-05-18T09:57:45Z,analyst_28,internal_db.customer_service,fraud_detection_service,phone,transfer,fraud_detection,4
2026-05-18T09:19:29Z,sync_worker_08,internal_db.risk_control,analytics_service,amount,sync,statistics,11
2026-05-18T09:41:18Z,sync_worker_07,internal_db.device_log,risk_engine,device_id,sync,risk_control,6
2026-05-18T09:51:27Z,sync_worker_02,internal_db.location_trace,data_warehouse,location,transfer,business_analysis,11
2026-05-18T10:20:58Z,analyst_03,internal_db.audit_log,feature_platform,device_id,sync,feature_engineering,7
2026-05-18T10:05:13Z,service_bot_09,internal_db.location_trace,external_crm,phone,query,customer_service,3
2026-05-18T09:45:51Z,report_job_08,internal_db.device_log,data_warehouse,device_id,query,business_analysis,7
2026-05-18T09:42:07Z,report_job_06,internal_db.customer_service,fraud_detection_service,phone,query,fraud_detection,8
2026-05-18T09:45:23Z,feature_job_19,internal_db.user_profile,external_crm,email,transfer,customer_service,3
2026-05-18T09:01:10Z,sync_worker_20,internal_db.audit_log,feature_platform,device_id,sync,feature_engineering,10
2026-05-18T10:05:27Z,feature_job_17,internal_db.risk_control,risk_engine,device_id,query,risk_control,7
2026-05-18T09:00:35Z,report_job_19,internal_db.marketing_profile,feature_platform,name,sync,feature_engineering,1
2026-05-18T09:57:10Z,risk_job_28,internal_db.health_record,feature_platform,name,query,feature_engineering,3
2026-05-18T09:17:44Z,service_bot_10,internal_db.health_record,analytics_service,name,transfer,statistics,12
2026-05-18T09:53:54Z,analyst_27,internal_db.customer_service,feature_platform,order_id,query,feature_engineering,9
2026-05-18T10:32:17Z,report_job_28,internal_db.device_log,risk_engine,location,transfer,risk_control,8
2026-05-18T10:20:30Z,report_job_01,internal_db.marketing_profile,third_party_analytics,gender,sync,business_integration,11
2026-05-18T09:44:41Z,service_bot_29,internal_db.risk_control,analytics_service,device_id,query,statistics,11
2026-05-18T10:15:29Z,risk_job_22,internal_db.risk_control,analytics_service,amount,query,statistics,11
2026-05-18T10:18:52Z,service_bot_25,internal_db.order_info,risk_engine,order_id,query,risk_control,2
2026-05-18T10:35:54Z,analyst_27,internal_db.order_info,external_crm,order_id,query,customer_service,11
2026-05-18T10:24:56Z,risk_job_20,internal_db.audit_log,feature_platform,device_id,query,feature_engineering,8
2026-05-18T10:45:28Z,bulk_sync_06,internal_db.health_record,external_partner,bank_card,transfer,partner_sync,7
2026-05-18T09:32:12Z,sync_worker_17,internal_db.user_profile,feature_platform,email,transfer,feature_engineering,7
2026-05-18T09:31:30Z,analyst_12,internal_db.risk_control,risk_engine,amount,query,risk_control,6
2026-05-18T10:33:41Z,service_bot_23,internal_db.marketing_profile,third_party_analytics,age,sync,business_integration,5
2026-05-18T09:02:06Z,report_job_09,internal_db.user_profile,data_warehouse,email,transfer,business_analysis,4
2026-05-18T09:44:55Z,risk_job_06,internal_db.order_info,recommendation_service,order_id,transfer,recommendation,6
2026-05-18T10:38:00Z,analyst_21,internal_db.payment_info,reporting_service,amount,transfer,reporting,9
2026-05-18T10:49:05Z,partner_job_09,internal_db.risk_control,unknown_external,password,export,unknown,5
2026-05-18T10:22:36Z,service_bot_11,internal_db.location_trace,recommendation_service,location,query,recommendation,3
2026-05-18T10:50:22Z,shadow_worker_07,internal_db.customer_service,fraud_detection_service,order_id,sync,fraud_detection,172
2026-05-18T10:30:32Z,service_bot_15,internal_db.risk_control,analytics_service,device_id,sync,statistics,11
2026-05-18T09:58:34Z,report_job_25,internal_db.order_info,fraud_detection_service,amount,sync,fraud_detection,4
2026-05-18T09:56:56Z,sync_worker_14,internal_db.audit_log,fraud_detection_service,device_id,sync,fraud_detection,3
2026-05-18T10:35:19Z,feature_job_24,internal_db.marketing_profile,feature_platform,name,query,feature_engineering,2
2026-05-18T09:24:58Z,report_job_29,internal_db.device_log,risk_engine,device_id,sync,risk_control,11
2026-05-18T09:00:14Z,feature_job_14,internal_db.audit_log,recommendation_service,device_id,transfer,recommendation,1
2026-05-18T09:59:02Z,feature_job_27,internal_db.health_record,analytics_service,name,transfer,statistics,8
2026-05-18T10:10:56Z,feature_job_21,internal_db.risk_control,fraud_detection_service,amount,sync,fraud_detection,11
2026-05-18T09:04:33Z,feature_job_08,internal_db.customer_service,data_warehouse,order_id,transfer,business_analysis,2
2026-05-18T09:20:04Z,risk_job_17,internal_db.order_info,external_payment_gateway,amount,query,business_integration,8
2026-05-18T09:49:28Z,sync_worker_24,internal_db.audit_log,data_warehouse,device_id,transfer,business_analysis,12
2026-05-18T10:50:57Z,export_job_02,internal_db.marketing_profile,recommendation_service,gender,sync,fraud_detection,1
2026-05-18T10:46:59Z,partner_job_11,internal_db.payment_info,shadow_api,private_key,transfer,unknown,6
2026-05-18T09:39:47Z,sync_worker_17,internal_db.audit_log,recommendation_service,device_id,query,recommendation,4
2026-05-18T10:21:40Z,feature_job_08,internal_db.risk_control,risk_engine,device_id,transfer,risk_control,2
2026-05-18T09:21:56Z,service_bot_27,internal_db.marketing_profile,feature_platform,name,transfer,feature_engineering,8
2026-05-18T10:05:55Z,risk_job_26,internal_db.customer_service,feature_platform,email,sync,feature_engineering,2
2026-05-18T10:40:13Z,partner_job_10,internal_db.payment_info,external_partner,id_card,export,partner_sync,7
2026-05-18T10:00:54Z,analyst_21,internal_db.audit_log,feature_platform,device_id,transfer,feature_engineering,12
2026-05-18T09:12:50Z,risk_job_11,internal_db.device_log,data_warehouse,device_id,sync,business_analysis,9
2026-05-18T09:24:16Z,service_bot_23,internal_db.order_info,fraud_detection_service,address,sync,fraud_detection,1
2026-05-18T09:54:15Z,analyst_15,internal_db.audit_log,data_warehouse,device_id,transfer,business_analysis,9
2026-05-18T09:37:27Z,sync_worker_11,internal_db.audit_log,fraud_detection_service,device_id,query,fraud_detection,3
2026-05-18T10:43:43Z,shadow_worker_07,internal_db.order_info,external_partner,face_id,export,partner_sync,5
2026-05-18T09:07:42Z,sync_worker_27,internal_db.device_log,feature_platform,device_id,query,feature_engineering,5
2026-05-18T09:07:21Z,analyst_18,internal_db.risk_control,analytics_service,amount,transfer,statistics,9
2026-05-18T09:56:14Z,service_bot_17,internal_db.health_record,risk_engine,name,sync,risk_control,4
2026-05-18T09:34:53Z,report_job_25,internal_db.payment_info,recommendation_service,amount,query,recommendation,10
2026-05-18T09:15:03Z,feature_job_22,internal_db.user_profile,feature_platform,email,sync,feature_engineering,7
2026-05-18T09:20:53Z,service_bot_11,internal_db.order_info,external_crm,order_id,sync,customer_service,12
